Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENSG00000114124;Q8WTQ7,Cytoplasm|Cell membrane,,0.618900001,0.292199999,0.105300002,0.541999996,0.181999996,0.0046,0.188800007,0.168899998,0.426600009,0.046599999
ENSG00000114166;Q92831,Nucleus,Nuclear localization signal|Nuclear export signal,0.393099993,0.774200022,0.075900003,0.182899997,0.141299993,0.0009,0.049199998,0.166600004,0.095799997,0.0073
ENSG00000114200;P06276,Extracellular|Endoplasmic reticulum,Signal peptide,0.246299997,0.081799999,0.664399981,0.309599996,0.084100001,0.037599999,0.631299973,0.349799991,0.395900011,0.059799999
ENSG00000114268;Q16877,Cytoplasm,Nuclear export signal,0.77670002,0.432599992,0.0251,0.248899996,0.196799994,0.0033,0.153400004,0.240999997,0.103100002,0.0128
ENSG00000114316;Q13107,Cytoplasm|Nucleus,Nuclear export signal,0.718900025,0.731700003,0.0071,0.263599992,0.134200007,0.001,0.418900013,0.173199996,0.124899998,0.0017
ENSG00000114374;O00507,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.586399972,0.735300004,0.045899998,0.211600006,0.031599998,0.0067,0.263000011,0.227200001,0.318100005,0.002
ENSG00000114378;Q12794,Extracellular,Signal peptide,0.293199986,0.075900003,0.816399992,0.353599995,0.179199994,0.0026,0.398799986,0.453700006,0.352600008,0.0084
ENSG00000114423;Q13191,Cytoplasm,Nuclear export signal,0.756399989,0.441500008,0.023800001,0.230700001,0.157499999,0.004,0.155699998,0.559400022,0.373199999,0.0111
ENSG00000114480;Q04446,Cytoplasm,,0.653199971,0.471799999,0.063900001,0.0977,0.077299997,0.019400001,0.186700001,0.203199998,0.125200003,0.0043
ENSG00000114491;P11172,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.770099998,0.444700003,0.034400001,0.076300003,0.303000003,0.0243,0.117700003,0.208700001,0.334800005,0.0048
ENSG00000114573;P38606,Cytoplasm,,0.667900026,0.504499972,0.074600004,0.144700006,0.098700002,0.0048,0.1954,0.405099988,0.083499998,0.0047
ENSG00000114735;Q9Y5R4,Mitochondrion,Mitochondrial transit peptide,0.216399997,0.213499993,0.161799997,0.078199998,0.877099991,0.007,0.059700001,0.085000001,0.1175,0.073299997
ENSG00000114770;O15440,Cell membrane|Lysosome/Vacuole,Transmembrane domain,0.167600006,0.144800007,0.0209,0.757300019,0.200900003,0.0114,0.319999993,0.689700007,0.544499993,0.021
ENSG00000114771;P22760,Endoplasmic reticulum,Signal peptide,0.158899993,0.087800004,0.179199994,0.191200003,0.208199993,0.033399999,0.797500014,0.423700005,0.643400013,0.044100001
ENSG00000114805;Q4KWH8,Cytoplasm,Nuclear export signal,0.744400024,0.415399998,0.0495,0.219600007,0.247700006,0.0026,0.295599997,0.098999999,0.146200001,0.055799998
ENSG00000114857;P30414,Nucleus,Nuclear localization signal,0.095700003,0.924899995,0.0091,0.083999999,0.037,0.0019,0.0524,0.030300001,0.0187,0.0013
ENSG00000114902;Q9Y6A9,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.214900002,0.298799992,0.062399998,0.177000001,0.151899993,0.020400001,0.726899981,0.336199999,0.358599991,0.0132
ENSG00000114923;P48751,Cell membrane,Transmembrane domain,0.1963,0.112599999,0.053599998,0.833000004,0.123000003,0.0016,0.201000005,0.467799991,0.275299996,0.0042
ENSG00000114956;Q16854,Mitochondrion,Mitochondrial transit peptide,0.238800004,0.111699998,0.082500003,0.1043,0.924300015,0.0047,0.1061,0.067199998,0.090700001,0.119000003
ENSG00000114982;Q9P2N6,Nucleus,Nuclear localization signal,0.44780001,0.762700021,0.0561,0.148000002,0.048599999,0.0089,0.084700003,0.0722,0.118600003,0.0054
ENSG00000114999;Q8NG68,Cytoplasm,,0.707000017,0.442400008,0.157299995,0.0109,0.0955,0.003,0.068599999,0.381500006,0.0263,0.0206
ENSG00000115020;Q9Y2I7,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.603799999,0.290100008,0.067400001,0.34889999,0.225700006,0.0744,0.294200003,0.800100029,0.409200013,0.0484
ENSG00000115159;P43304,Mitochondrion,Mitochondrial transit peptide,0.150000006,0.130899996,0.0592,0.062399998,0.903500021,0.093599997,0.134100005,0.142399997,0.148800001,0.307300001
ENSG00000115252;P54750,Cytoplasm,,0.680999994,0.2324,0.021199999,0.483900011,0.117200002,0.0019,0.311800003,0.347000003,0.335999995,0.0153
ENSG00000115275;Q13724,Endoplasmic reticulum|Golgi apparatus,Signal peptide,0.242200002,0.194199994,0.237000003,0.214000002,0.238900006,0.0076,0.685100019,0.458799988,0.774299979,0.256700009
ENSG00000115286;O75251,Mitochondrion,Mitochondrial transit peptide,0.126399994,0.111100003,0.030300001,0.145199999,0.941900015,0.0451,0.063000001,0.063699998,0.094599999,0.194100007
ENSG00000115339;Q14435,Golgi apparatus,Signal peptide|Transmembrane domain,0.173999995,0.111599997,0.245199993,0.348100007,0.043099999,0.0083,0.407000005,0.242599994,0.948400021,0.0146
ENSG00000115350;Q9NR33,Nucleus,Nuclear localization signal|Nuclear export signal,0.447100013,0.913399994,0.027799999,0.078000002,0.077600002,0.0017,0.059300002,0.148800001,0.065499999,0.0007
ENSG00000115361;P28330,Mitochondrion,Mitochondrial transit peptide,0.111000001,0.113300003,0.060899999,0.083800003,0.934000015,0.0034,0.054000001,0.052700002,0.060600001,0.0942
ENSG00000115392;Q9NW38,Cytoplasm|Nucleus,Nuclear export signal,0.658100009,0.755400002,0.0145,0.061000001,0.067599997,0.0082,0.238800004,0.337599993,0.283499986,0.0051
ENSG00000115419;O94925,Mitochondrion,Mitochondrial transit peptide,0.199200004,0.215900004,0.034699999,0.172299996,0.907899976,0.0031,0.082099997,0.122900002,0.198699996,0.140100002
ENSG00000115421;Q9BWT3,Nucleus,Nuclear localization signal,0.447100013,0.871500015,0.021400001,0.133200005,0.130899996,0.0049,0.032200001,0.035100002,0.034499999,0.0066
ENSG00000115425;Q9BY49,Peroxisome,Peroxisomal targeting signal,0.079800002,0.434199989,0.023399999,0.038699999,0.165999994,0.165199995,0.426400006,0.023499999,0.164000005,0.990800023
ENSG00000115464;Q70CQ2,Nucleus,Nuclear localization signal,0.292800009,0.922900021,0.146699995,0.036200002,0.064199999,0.0008,0.109800003,0.0261,0.098700002,0.0011
ENSG00000115488;Q9Y3R4,Cytoplasm,,0.535399973,0.340900004,0.241300002,0.373800009,0.444099993,0.005,0.226999998,0.432399988,0.30340001,0.0164
ENSG00000115525;Q9UNP4,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.1954,0.196099997,0.292499989,0.145899996,0.193399996,0.005,0.6329,0.207200006,0.855099976,0.0045
ENSG00000115526;O43529,Golgi apparatus,Signal peptide|Transmembrane domain,0.170000002,0.140499994,0.397300005,0.268099993,0.109899998,0.0072,0.606599987,0.254599988,0.889900029,0.0119
ENSG00000115556;Q9BRC7,Cytoplasm|Cell membrane,Nuclear localization signal|Nuclear export signal,0.717999995,0.510200024,0.0241,0.529500008,0.183400005,0.0006,0.1461,0.328299999,0.246999994,0.0014
ENSG00000115616;Q9UBY0,Cell membrane,Transmembrane domain,0.107500002,0.103100002,0.061999999,0.701900005,0.127599999,0.0085,0.289499998,0.42019999,0.415600002,0.007
ENSG00000115641;Q14192,Cytoplasm,Nuclear export signal,0.646499991,0.395200014,0.100699998,0.281599998,0.148300007,0.0026,0.267800003,0.364100009,0.325199991,0.0016
ENSG00000115652;Q8NBZ7,Golgi apparatus,Signal peptide|Transmembrane domain,0.1303,0.165399998,0.2289,0.187999994,0.0682,0.016899999,0.559300005,0.317900002,0.871399999,0.0425
ENSG00000115657;Q9NP58,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.120300002,0.131300002,0.043200001,0.528699994,0.339599997,0.0017,0.617600024,0.647499979,0.515999973,0.214599997
ENSG00000115665;Q9GZV3,Cell membrane,Transmembrane domain,0.102600001,0.110299997,0.0155,0.690100014,0.056899998,0.0036,0.395399988,0.416599989,0.287800014,0.002
ENSG00000115677;Q00341,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.772800028,0.446200013,0.100100003,0.122299999,0.099100001,0.0025,0.120399997,0.120200001,0.168200001,0.0044
ENSG00000115705;P07202,Cell membrane,Signal peptide|Transmembrane domain,0.178299993,0.103699997,0.360300004,0.822000027,0.143600002,0.0077,0.440899998,0.403800011,0.548799992,0.046999998
ENSG00000115758;P11926,Cytoplasm,Peroxisomal targeting signal,0.684099972,0.412,0.0403,0.206,0.35679999,0.471500009,0.161400005,0.166899994,0.289700001,0.342099994
ENSG00000115760;Q9NR09,Cytoplasm|Nucleus,Nuclear export signal,0.587800026,0.529500008,0.0088,0.282499999,0.178800002,0.0112,0.261900008,0.442299992,0.41870001,0.048500001
ENSG00000115828;Q16769,Extracellular,Signal peptide,0.294400007,0.1017,0.762300014,0.326400012,0.168099999,0.0046,0.612100005,0.521899998,0.382299989,0.048099998
ENSG00000115840;O75746,Mitochondrion,,0.256300002,0.1131,0.0233,0.368999988,0.774900019,0.083499998,0.2289,0.218500003,0.197500005,0.167899996
ENSG00000115850;P09848,Cell membrane,Signal peptide|Transmembrane domain,0.250999987,0.124200001,0.269400001,0.729399979,0.110200003,0.0058,0.423400015,0.5528,0.366100013,0.172800004
ENSG00000115866;P14868,Cytoplasm,Nuclear localization signal,0.646499991,0.416799992,0.103600003,0.100599997,0.413700014,0.0638,0.241899997,0.222599998,0.263900012,0.0015
ENSG00000115884;P18827,Extracellular|Cell membrane,Signal peptide|Transmembrane domain,0.183500007,0.086800002,0.650699973,0.798600018,0.122000001,0.0014,0.107199997,0.497200012,0.210600004,0.182600006
ENSG00000115896;Q15111,Cytoplasm|Cell membrane,Nuclear localization signal,0.742299974,0.354299992,0.040199999,0.633400023,0.119800001,0.0038,0.333000004,0.130600005,0.237900004,0.003
ENSG00000115902;P43007,Cell membrane,Transmembrane domain,0.123000003,0.115599997,0.077699997,0.74119997,0.083999999,0.0016,0.203999996,0.415399998,0.252200007,0.0077
ENSG00000115919;Q16719,Cytoplasm,Nuclear localization signal,0.798200011,0.485100001,0.0251,0.240899995,0.237399995,0.017899999,0.187299997,0.085699998,0.048300002,0.053800002
ENSG00000116005;Q9UHG3,Endoplasmic reticulum,Signal peptide,0.156299993,0.057700001,0.419800013,0.153999999,0.25060001,0.0066,0.875500023,0.287699997,0.340999991,0.158000007
ENSG00000116039;P15313,Cytoplasm|Nucleus,Nuclear export signal,0.679099977,0.674000025,0.051199999,0.147599995,0.174199998,0.0049,0.114799999,0.273600012,0.084799998,0.0138
ENSG00000116096;P35270,Mitochondrion,,0.457300007,0.283499986,0.196199998,0.159999996,0.498400003,0.0056,0.2412,0.189300001,0.130799994,0.0081
ENSG00000116120;Q9NSD9,Cytoplasm|Nucleus,Nuclear export signal,0.666899979,0.636799991,0.066799998,0.181899995,0.269400001,0.0056,0.207699999,0.112599999,0.041000001,0.0112
ENSG00000116133;Q15392,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.335200012,0.233600006,0.0151,0.485700011,0.254400015,0.0053,0.772700012,0.196600005,0.278299987,0.117399998
ENSG00000116157;Q96SL4,Endoplasmic reticulum|Peroxisome,Signal peptide|Peroxisomal targeting signal,0.134100005,0.099799998,0.601800025,0.177599996,0.277999997,0.0306,0.882000029,0.542699993,0.54339999,0.75999999
ENSG00000116171;P22307,Endoplasmic reticulum|Peroxisome,Peroxisomal targeting signal,0.301800013,0.147799999,0.136399999,0.175899997,0.436699986,0.0044,0.659399986,0.046300001,0.039000001,0.955600023
ENSG00000116199;O75063,Golgi apparatus,Signal peptide|Transmembrane domain,0.222399995,0.104400001,0.538100004,0.198599994,0.085000001,0.0132,0.611999989,0.280299991,0.924499989,0.037300002
ENSG00000116237;O60725,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.093099996,0.238199994,0.0139,0.260899991,0.348199993,0.0071,0.880999982,0.318599999,0.328799993,0.170300007
ENSG00000116337;Q01433,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.562300026,0.503400028,0.047499999,0.261599988,0.390500009,0.0042,0.111699998,0.206400007,0.253899992,0.037
ENSG00000116353;Q9BV79,Mitochondrion,Mitochondrial transit peptide,0.135900006,0.134200007,0.104500003,0.113399997,0.909099996,0.0106,0.071400002,0.071099997,0.147799999,0.039799999
ENSG00000116459;P24539,Mitochondrion,Mitochondrial transit peptide,0.159899995,0.105800003,0.026699999,0.066200003,0.926199973,0.0414,0.148800001,0.023,0.074299999,0.007
ENSG00000116514;Q6ZMZ0,Cell membrane,,0.387400001,0.372999996,0.1039,0.694899976,0.233500004,0.0082,0.3204,0.342900008,0.389699996,0.068400003
ENSG00000116539;Q9NR48,Nucleus,Nuclear localization signal,0.37439999,0.743200004,0.0451,0.072899997,0.121799998,0.0152,0.055199999,0.030400001,0.069799997,0.0186
ENSG00000116649;P19623,Cytoplasm,,0.796299994,0.460900009,0.050700001,0.1875,0.331499994,0.0025,0.134800002,0.07,0.284799993,0.086199999
ENSG00000116704;Q9NTN3,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.067599997,0.118900001,0.0125,0.261000007,0.1303,0.0053,0.744700015,0.212899998,0.864400029,0.1734
ENSG00000116711;P47712,Cytoplasm,Nuclear localization signal,0.723399997,0.339100003,0.050900001,0.369800001,0.471799999,0.050000001,0.188500002,0.412800014,0.321700007,0.079599999
ENSG00000116745;Q16518,Cytoplasm,,0.512600005,0.195600003,0.116700001,0.497700006,0.194999993,0.060199998,0.374599993,0.231600001,0.269400001,0.0148
ENSG00000116748;P23109,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.590300024,0.555199981,0.0036,0.179399997,0.291799992,0.0076,0.0284,0.149700001,0.125,0.0036
ENSG00000116761;P32929,Cytoplasm,Peroxisomal targeting signal,0.759800017,0.350300014,0.0058,0.399399996,0.291999996,0.0219,0.100199997,0.149900004,0.0625,0.477999985
ENSG00000116771;Q9BSE5,Mitochondrion,Mitochondrial transit peptide,0.263999999,0.175999999,0.0678,0.0792,0.948400021,0.092100002,0.039900001,0.043099999,0.087399997,0.103600003
ENSG00000116783;Q59H18,Cytoplasm,Nuclear export signal,0.610800028,0.468699992,0.017200001,0.521300018,0.178299993,0.0085,0.26030001,0.458600014,0.398999989,0.0028
ENSG00000116791;Q08257,Cytoplasm,,0.722599983,0.230800003,0.0572,0.2095,0.277799994,0.087099999,0.115199998,0.132200003,0.127800003,0.0082
ENSG00000116882;Q9NYQ3,Cytoplasm|Peroxisome,Peroxisomal targeting signal,0.594200015,0.198500007,0.0647,0.252099991,0.142800003,0.0088,0.0139,0.0178,0.01,0.816299975
ENSG00000116906;O15228,Peroxisome,Peroxisomal targeting signal,0.275099993,0.368000001,0.024499999,0.053199999,0.143199995,0.004,0.536199987,0.098499998,0.277500004,0.930999994
ENSG00000116981;Q9BXI3,Cytoplasm,,0.576099992,0.466100007,0.135800004,0.209900007,0.36680001,0.2183,0.232899994,0.050799999,0.178100005,0.0113
ENSG00000116984;Q99707,Cytoplasm,Nuclear localization signal,0.689599991,0.439399987,0.029200001,0.257699996,0.368000001,0.0129,0.179900005,0.220899999,0.109999999,0.0092
ENSG00000117009;O15229,Endoplasmic reticulum,Peroxisomal targeting signal,0.202999994,0.130500004,0.092500001,0.113499999,0.481400013,0.132499993,0.774100006,0.283499986,0.451400012,0.68870002
ENSG00000117054;P11310,Mitochondrion,Mitochondrial transit peptide,0.110200003,0.088600002,0.032699998,0.085900001,0.966499984,0.015799999,0.034899998,0.0339,0.0383,0.096199997
ENSG00000117069;Q9BVH7,Golgi apparatus,Signal peptide|Transmembrane domain,0.164800003,0.272199988,0.381599993,0.201800004,0.146699995,0.0046,0.446799994,0.222499996,0.795000017,0.0064
ENSG00000117115;Q9Y2J8,Cytoplasm,,0.805199981,0.482800007,0.044,0.094499998,0.091399997,0.0063,0.0405,0.114600003,0.101300001,0.0061
ENSG00000117118;P21912,Mitochondrion,Mitochondrial transit peptide,0.165000007,0.114100002,0.032000002,0.1778,0.912199974,0.0066,0.080700003,0.080600001,0.097800002,0.041099999
ENSG00000117143;Q16222,Cytoplasm|Nucleus,Nuclear localization signal,0.795899987,0.621100008,0.031300001,0.094599999,0.317200005,0.0011,0.041499998,0.104900002,0.0592,0.102600001
ENSG00000117215;Q9UNK4,Extracellular,Signal peptide,0.135399997,0.086400002,0.885500014,0.289200008,0.0581,0.0042,0.157199994,0.293900013,0.192000002,0.0045
ENSG00000117305;P35914,Mitochondrion,Peroxisomal targeting signal,0.349700004,0.105599999,0.046500001,0.067000002,0.791000009,0.0295,0.386000007,0.0572,0.097999997,0.594600022
ENSG00000117308;Q14376,Cytoplasm,,0.697799981,0.423200011,0.028100001,0.340299994,0.311500013,0.0006,0.1039,0.240899995,0.1228,0.036499999
ENSG00000117394;P11166,Cell membrane,Transmembrane domain,0.113499999,0.061999999,0.0255,0.917599976,0.079599999,0.0027,0.172099993,0.504700005,0.218600005,0.039700001
ENSG00000117410;Q99437,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole,Transmembrane domain,0.154300004,0.100299999,0.132100001,0.775399983,0.289700001,0.0363,0.668600023,0.71390003,0.342099994,0.0241
ENSG00000117411;O60909,Golgi apparatus,Signal peptide|Transmembrane domain,0.151700005,0.081,0.459500015,0.233600006,0.101999998,0.0019,0.351000011,0.257800013,0.902899981,0.0114
ENSG00000117448;P14550,Cytoplasm,,0.749599993,0.318199992,0.076099999,0.210199997,0.207900003,0.0625,0.0889,0.194399998,0.031399999,0.0074
ENSG00000117450;Q06830,Cytoplasm|Cell membrane,Peroxisomal targeting signal,0.814499974,0.309100002,0.111900002,0.606299996,0.325100005,0.0049,0.1435,0.145199999,0.115900002,0.353199989
ENSG00000117461;Q92569,Cytoplasm,Nuclear export signal,0.521600008,0.459699988,0.063299999,0.255299985,0.153899997,0.0007,0.066299997,0.156299993,0.0973,0.0012
ENSG00000117479;O60779,Cell membrane,Transmembrane domain,0.125300005,0.1228,0.052099999,0.568599999,0.069899999,0.0035,0.328500003,0.33829999,0.504199982,0.0046
ENSG00000117480;O00519,Endoplasmic reticulum,Signal peptide,0.27579999,0.212799996,0.1127,0.172299996,0.514199972,0.0065,0.742500007,0.251800001,0.463800013,0.066500001
ENSG00000117481;Q96CB9,Mitochondrion,Mitochondrial transit peptide,0.242400005,0.139400005,0.362199992,0.1285,0.855000019,0.0074,0.068800002,0.078900002,0.106899999,0.0726
ENSG00000117528;P28288,Mitochondrion|Peroxisome,,0.108199999,0.150099993,0.051100001,0.096100003,0.643899977,0.0083,0.595000029,0.273499995,0.333600014,0.817099988
ENSG00000117543;Q9H2P9,Cytoplasm|Nucleus,Peroxisomal targeting signal,0.70599997,0.590799987,0.016799999,0.0462,0.318599999,0.056600001,0.411900014,0.218099996,0.204899997,0.34709999
ENSG00000117592;P30041,Cytoplasm,,0.880599976,0.166299999,0.170900002,0.412299991,0.25060001,0.112199999,0.101400003,0.313699991,0.220899999,0.0123
ENSG00000117594;P28845,Endoplasmic reticulum,Signal peptide,0.215900004,0.175400004,0.278499991,0.111199997,0.41049999,0.067400001,0.787299991,0.157600001,0.350400001,0.0287
ENSG00000117598;Q32ZL2,Cell membrane,Signal peptide|Transmembrane domain,0.112800002,0.091700003,0.120099999,0.704699993,0.096299998,0.009,0.517400026,0.374000013,0.460999995,0.031399999
ENSG00000117600;Q7Z2D5,Cell membrane,Signal peptide|Transmembrane domain,0.096699998,0.084600002,0.054400001,0.685400009,0.0572,0.0094,0.432300001,0.40259999,0.51700002,0.019200001
ENSG00000117620;Q9Y2D2,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.089199997,0.180600002,0.0128,0.254900008,0.144600004,0.0138,0.747200012,0.289400011,0.897099972,0.065700002
ENSG00000117643;Q9NR34,Golgi apparatus,Signal peptide|Transmembrane domain,0.195500001,0.175600007,0.157299995,0.175699994,0.119900003,0.0011,0.520900011,0.126100004,0.737800002,0.0173
ENSG00000117682;Q86SQ9,Cytoplasm|Endoplasmic reticulum,Transmembrane domain,0.471199989,0.196700007,0.037599999,0.324400008,0.5625,0.0019,0.819700003,0.346199989,0.469900012,0.047899999
ENSG00000117834;Q2M3M2,Cell membrane,Transmembrane domain,0.117700003,0.084299996,0.0104,0.825900018,0.139300004,0.0034,0.34040001,0.51880002,0.271200001,0.0077
ENSG00000117984;P07339,Extracellular,Signal peptide,0.206200004,0.037799999,0.872600019,0.292400002,0.143700004,0.092,0.277799994,0.518999994,0.289700001,0.015799999
ENSG00000118017;Q9UNA3,Golgi apparatus,Signal peptide|Transmembrane domain,0.158199996,0.122699998,0.29370001,0.228699997,0.080799997,0.0094,0.619099975,0.125200003,0.715699971,0.0105
