# Date: 2018-08-21
# Curated Ensembl Gene IDs based extensive pseudogene check
# Some outdated IDs were also remvoed or replaced
ORIGINAL_ENSEMBL	ORIGINAL_ENTREZ	ORIGINAL_NAME	UPDATED_ENSEMBL_IDS	FINAL_ENSEMBL_IDS	NOTES
ENSG00000117650	4751	NEK2	ENSG00000117650	ENSG00000117650	
ENSG00000117676	6195	RPS6KA1	ENSG00000117676	ENSG00000117676	
ENSG00000117682	79947	DHDDS	ENSG00000117682	ENSG00000117682	
ENSG00000117834	200010	SLC5A9	ENSG00000117834	ENSG00000117834	
ENSG00000117984	1509	CTSD	ENSG00000117984	ENSG00000117984	
ENSG00000118017	51146	A4GNT	ENSG00000118017	ENSG00000118017	
ENSG00000118046	6794	STK11	ENSG00000118046	ENSG00000118046	
ENSG00000118058	4297	MLL	ENSG00000118058	ENSG00000118058	
ENSG00000118094	11181	TREH	ENSG00000118094	ENSG00000118094	
ENSG00000118137	335	APOA1	ENSG00000118137	ENSG00000118137	
ENSG00000118160	6543	SLC8A2	ENSG00000118160	ENSG00000118160	
ENSG00000118276	9331	B4GALT6	ENSG00000118276	ENSG00000118276	
ENSG00000118298	23632	CA14	ENSG00000118298	ENSG00000118298	
ENSG00000118322	23120	ATP10B	ENSG00000118322	ENSG00000118322	
ENSG00000118363	9789	SPCS2	ENSG00000118363	ENSG00000118363	
ENSG00000118369	57558	USP35	ENSG00000118369	ENSG00000118369	
ENSG00000118402	6785	ELOVL4	ENSG00000118402	ENSG00000118402	
ENSG00000118514	64577	ALDH8A1	ENSG00000118514	ENSG00000118514	
ENSG00000118515	6446	SGK1	ENSG00000118515	ENSG00000118515	
ENSG00000118518	81847	RNF146	ENSG00000118518	ENSG00000118518	
ENSG00000118520	383	ARG1	ENSG00000118520	ENSG00000118520	
ENSG00000118523	1490	CTGF	ENSG00000118523	ENSG00000118523	
ENSG00000118596	9194	SLC16A7	ENSG00000118596	ENSG00000118596	
ENSG00000118705	6185	RPN2	ENSG00000118705	ENSG00000118705	
ENSG00000119013	4709	NDUFB3	ENSG00000119013	ENSG00000119013	
ENSG00000119048	7320	UBE2B	ENSG00000119048	ENSG00000119048	
ENSG00000119121	140803	TRPM6	ENSG00000119121	ENSG00000119121	
ENSG00000119125	9615	GDA	ENSG00000119125	ENSG00000119125	
ENSG00000119227	80235	PIGZ	ENSG00000119227	ENSG00000119227	
ENSG00000119401	22954	TRIM32	ENSG00000119401	ENSG00000119401	
ENSG00000119408	10783	NEK6	ENSG00000119408	ENSG00000119408	
ENSG00000119414	5537	PPP6C	ENSG00000119414	ENSG00000119414	
ENSG00000119421	4702	NDUFA8	ENSG00000119421	ENSG00000119421	
ENSG00000119514	79695	GALNT12	ENSG00000119514	ENSG00000119514	
ENSG00000119523	85365	ALG2	ENSG00000119523	ENSG00000119523	
ENSG00000119537	2531	KDSR	ENSG00000119537	ENSG00000119537	
ENSG00000119638	91754	NEK9	ENSG00000119638	ENSG00000119638	
ENSG00000119640	97	ACYP1	ENSG00000119640	ENSG00000119640	
ENSG00000119673	10965	ACOT2	ENSG00000119673	ENSG00000119673	
ENSG00000119689	1743	DLST	ENSG00000119689	ENSG00000119689	
ENSG00000119711	4329	ALDH6A1	ENSG00000119711	ENSG00000119711	
ENSG00000119723	51004	COQ6	ENSG00000119723	ENSG00000119723	
ENSG00000119772	1788	DNMT3A	ENSG00000119772	ENSG00000119772	
ENSG00000119782	2281	FKBP1B	ENSG00000119782	ENSG00000119782	
ENSG00000119899	26503	SLC17A5	ENSG00000119899	ENSG00000119899	
ENSG00000119915	83401	ELOVL3	ENSG00000119915	ENSG00000119915	
ENSG00000119927	57678	GPAM	ENSG00000119927	ENSG00000119927	
ENSG00000119938	5507	PPP1R3C	ENSG00000119938	ENSG00000119938	
ENSG00000120053	2805	GOT1	ENSG00000120053	ENSG00000120053	
ENSG00000120129	1843	DUSP1	ENSG00000120129	ENSG00000120129	
ENSG00000120137	79646	PANK3	ENSG00000120137	ENSG00000120137	
ENSG00000120156	7010	TEK	ENSG00000120156	ENSG00000120156	
ENSG00000120158	10171	RCL1	ENSG00000120158	ENSG00000120158	
ENSG00000120253	348995	NUP43	ENSG00000120253	ENSG00000120253	
ENSG00000120254	25902	MTHFD1L	ENSG00000120254	ENSG00000120254	
ENSG00000120265	5110	PCMT1	ENSG00000120265	ENSG00000120265	
ENSG00000120329	83884	SLC25A2	ENSG00000120329	ENSG00000120329	
ENSG00000120437	39	ACAT2	ENSG00000120437	ENSG00000120437	
ENSG00000120539	84930	MASTL	ENSG00000120539	ENSG00000120539	
ENSG00000120563	84569	LYZL1	ENSG00000120563	ENSG00000120563	
ENSG00000120697	29880	ALG5	ENSG00000120697	ENSG00000120697	
ENSG00000120820	83468	GLT8D2	ENSG00000120820	ENSG00000120820	
ENSG00000120875	1846	DUSP4	ENSG00000120875	ENSG00000120875	
ENSG00000120899	2185	PTK2B	ENSG00000120899	ENSG00000120899	
ENSG00000120910	5533	PPP3CC	ENSG00000120910	ENSG00000120910	
ENSG00000120915	2053	EPHX2	ENSG00000120915	ENSG00000120915	
ENSG00000120942	29914	UBIAD1	ENSG00000120942	ENSG00000120942	
ENSG00000120992	10434	LYPLA1	ENSG00000120992	ENSG00000120992	
ENSG00000121039	157506	RDH10	ENSG00000121039	ENSG00000121039	
ENSG00000121053	8288	EPX	ENSG00000121053	ENSG00000121053	
ENSG00000121207	9227	LRAT	ENSG00000121207	ENSG00000121207	
ENSG00000121270	85320	ABCC11	ENSG00000121270	ENSG00000121270	
ENSG00000121281	113	ADCY7	ENSG00000121281	ENSG00000121281	
ENSG00000121310	55268	ECHDC2	ENSG00000121310	ENSG00000121310	
ENSG00000121481	6045	RNF2	ENSG00000121481	ENSG00000121481	
ENSG00000121486	81627	TRMT1L	ENSG00000121486	ENSG00000121486	
ENSG00000121578	8702	B4GALT4	ENSG00000121578	ENSG00000121578	
ENSG00000121579	80218	NAA50	ENSG00000121579	ENSG00000121579	
ENSG00000121691	847	CAT	ENSG00000121691	ENSG00000121691	
ENSG00000121769	2170	FABP3	ENSG00000121769	ENSG00000121769	
ENSG00000121848	27246	RNF115	ENSG00000265491	ENSG00000265491	Updated Ensembl ID
ENSG00000121851	84265	POLR3GL	ENSG00000121851	ENSG00000121851	
ENSG00000121879	5290	PIK3CA	ENSG00000121879	ENSG00000121879	
ENSG00000121897	11019	LIAS	ENSG00000121897	ENSG00000121897	
ENSG00000121900	113452	TMEM54	ENSG00000121900	ENSG00000121900	
ENSG00000121989	92	ACVR2A	ENSG00000121989	ENSG00000121989	
ENSG00000122008	51426	POLK	ENSG00000122008	ENSG00000122008	
ENSG00000122025	2322	FLT3	ENSG00000122025	ENSG00000122025	
ENSG00000122126	4952	OCRL	ENSG00000122126	ENSG00000122126	
ENSG00000122218	1314	COPA	ENSG00000122218	ENSG00000122218	
ENSG00000122254	9956	HS3ST2	ENSG00000122254	ENSG00000122254	
ENSG00000122257	5930	RBBP6	ENSG00000122257	ENSG00000122257	
ENSG00000122390	79903	NAA60	ENSG00000122390	ENSG00000122390	
ENSG00000122435	54482	TRMT13	ENSG00000122435	ENSG00000122435	
ENSG00000122484	79871	RPAP2	ENSG00000122484	ENSG00000122484	
ENSG00000122642	11328	FKBP9	ENSG00000122642	ENSG00000122642	
ENSG00000122643	51251	NT5C3	ENSG00000122643	ENSG00000122643	
ENSG00000122678	27434	POLM	ENSG00000122678	ENSG00000122678	
ENSG00000122687	29960	FTSJ2	ENSG00000122687	ENSG00000122687	
ENSG00000122729	48	ACO1	ENSG00000122729	ENSG00000122729	
ENSG00000122787	6718	AKR1D1	ENSG00000122787	ENSG00000122787	
ENSG00000122824	170685	NUDT10	ENSG00000122824	ENSG00000122824	
ENSG00000122863	9469	CHST3	ENSG00000122863	ENSG00000122863	
ENSG00000122884	5033	P4HA1	ENSG00000122884	ENSG00000122884	
ENSG00000122912	8034	SLC25A16	ENSG00000122912	ENSG00000122912	
ENSG00000122966	11113	CIT	ENSG00000122966	ENSG00000122966	
ENSG00000122971	35	ACADS	ENSG00000122971	ENSG00000122971	
ENSG00000123009	283458	NME2P1	ENSG00000123009		NME/NM23 nucleoside diphosphate kinase 2  pseudogene 1. should be deleted.
ENSG00000123064	79039	DDX54	ENSG00000123064	ENSG00000123064	
ENSG00000123124	11059	WWP1	ENSG00000123124	ENSG00000123124	
ENSG00000123130	23597	ACOT9	ENSG00000123130	ENSG00000123130	
ENSG00000123136	10212	DDX39A	ENSG00000123136	ENSG00000123136	
ENSG00000123143	5585	PKN1	ENSG00000123143	ENSG00000123143	
ENSG00000123201	2974	GUCY1B2	ENSG00000123201		guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
ENSG00000123213	57486	NLN	ENSG00000123213	ENSG00000123213	
ENSG00000123360	5153	PDE1B	ENSG00000123360	ENSG00000123360	
ENSG00000123374	1017	CDK2	ENSG00000123374	ENSG00000123374	
ENSG00000123427	25895	METTL21B	ENSG00000123427	ENSG00000123427	
ENSG00000123453	1757	SARDH	ENSG00000123453	ENSG00000123453	
ENSG00000123454	1621	DBH	ENSG00000123454	ENSG00000123454	
ENSG00000123472	64756	ATPAF1	ENSG00000123472	ENSG00000123472	
ENSG00000123505	262	AMD1	ENSG00000123505	ENSG00000123505	
ENSG00000123552	85015	USP45	ENSG00000123552	ENSG00000123552	
ENSG00000123600	79828	METTL8	ENSG00000123600	ENSG00000123600	
ENSG00000123612	130399	ACVR1C	ENSG00000123612	ENSG00000123612	
ENSG00000123643	206358	SLC36A1	ENSG00000123643	ENSG00000123643	
ENSG00000123684	9926	LPGAT1	ENSG00000123684	ENSG00000123684	
ENSG00000123689	50486	G0S2	ENSG00000123689	ENSG00000123689	
ENSG00000123739	81579	PLA2G12A	ENSG00000123739	ENSG00000123739	
ENSG00000123836	5208	PFKFB2	ENSG00000123836	ENSG00000123836	
ENSG00000123983	2181	ACSL3	ENSG00000123983	ENSG00000123983	
ENSG00000123989	79586	CHPF	ENSG00000123989	ENSG00000123989	
ENSG00000124003	116255	MOGAT1	ENSG00000124003	ENSG00000124003	
ENSG00000124006	23363	OBSL1	ENSG00000124006	ENSG00000124006	
ENSG00000124067	6560	SLC12A4	ENSG00000124067	ENSG00000124067	
ENSG00000124091	140687	GCNT7	ENSG00000124091	ENSG00000124091	
ENSG00000124140	57468	SLC12A5	ENSG00000124140	ENSG00000124140	
ENSG00000124151	8202	NCOA3	ENSG00000124151	ENSG00000124151	
ENSG00000124155	51604	PIGT	ENSG00000124155	ENSG00000124155	
ENSG00000124164	9217	VAPB	ENSG00000124164	ENSG00000124164	
ENSG00000124172	514	ATP5E	ENSG00000124172	ENSG00000124172	
ENSG00000124177	84181	CHD6	ENSG00000124177	ENSG00000124177	
ENSG00000124181	5335	PLCG1	ENSG00000124181	ENSG00000124181	
ENSG00000124212	5740	PTGIS	ENSG00000124212	ENSG00000124212	
ENSG00000124228	55661	DDX27	ENSG00000124228	ENSG00000124228	
ENSG00000124253	5105	PCK1	ENSG00000124253	ENSG00000124253	
ENSG00000124275	4552	MTRR	ENSG00000124275	ENSG00000124275	
ENSG00000124302	64377	CHST8	ENSG00000124302	ENSG00000124302	
ENSG00000124356	10617	STAMBP	ENSG00000124356	ENSG00000124356	
ENSG00000124357	55577	NAGK	ENSG00000124357	ENSG00000124357	
ENSG00000124370	84693	MCEE	ENSG00000124370	ENSG00000124370	
ENSG00000124406	10396	ATP8A1	ENSG00000124406	ENSG00000124406	
ENSG00000124422	23326	USP22	ENSG00000124422	ENSG00000124422	
ENSG00000124486	8239	USP9X	ENSG00000124486	ENSG00000124486	
ENSG00000124491	2162	F13A1	ENSG00000124491	ENSG00000124491	
ENSG00000124523	23408	SIRT5	ENSG00000124523	ENSG00000124523	
ENSG00000124564	10786	SLC17A3	ENSG00000124564	ENSG00000124564	
ENSG00000124568	6568	SLC17A1	ENSG00000124568	ENSG00000124568	
ENSG00000124588	4835	NQO2	ENSG00000124588	ENSG00000124588	
ENSG00000124596	221443	OARD1	ENSG00000124596	ENSG00000124596	
ENSG00000124608	57505	AARS2	ENSG00000124608	ENSG00000124608	
ENSG00000124615	4337	MOCS1	ENSG00000124615	ENSG00000124615	
ENSG00000124713	27232	GNMT	ENSG00000124713	ENSG00000124713	
ENSG00000124767	2739	GLO1	ENSG00000124767	ENSG00000124767	
ENSG00000124784	83732	RIOK1	ENSG00000124784	ENSG00000124784	
ENSG00000124789	9972	NUP153	ENSG00000124789	ENSG00000124789	
ENSG00000125166	2806	GOT2	ENSG00000125166	ENSG00000125166	
ENSG00000125246	171425	CLYBL	ENSG00000125246	ENSG00000125246	
ENSG00000125255	6555	SLC10A2	ENSG00000125255	ENSG00000125255	
ENSG00000125257	10257	ABCC4	ENSG00000125257	ENSG00000125257	
ENSG00000125356	4694	NDUFA1	ENSG00000125356	ENSG00000125356	
ENSG00000125375	27109	ATP5S	ENSG00000125375	ENSG00000125375	
ENSG00000125430	9953	HS3ST3B1	ENSG00000125430	ENSG00000125430	
ENSG00000125450	79902	NUP85	ENSG00000125450	ENSG00000125450	
ENSG00000125454	60386	SLC25A19	ENSG00000125454	ENSG00000125454	
ENSG00000125458	30833	NT5C	ENSG00000125458	ENSG00000125458	
ENSG00000125484	9329	GTF3C4	ENSG00000125484	ENSG00000125484	
ENSG00000125485	64794	DDX31	ENSG00000125485	ENSG00000125485	
ENSG00000125505	79143	MBOAT7	ENSG00000125505	ENSG00000125505	
ENSG00000125508	6725	SRMS	ENSG00000125508	ENSG00000125508	
ENSG00000125630	84172	POLR1B	ENSG00000125630	ENSG00000125630	
ENSG00000125651	2962	GTF2F1	ENSG00000125651	ENSG00000125651	
ENSG00000125686	5469	MED1	ENSG00000125686	ENSG00000125686	
ENSG00000125772	56261	GPCPD1	ENSG00000125772	ENSG00000125772	
ENSG00000125779	80025	PANK2	ENSG00000125779	ENSG00000125779	
ENSG00000125780	7053	TGM3	ENSG00000125780	ENSG00000125780	
ENSG00000125834	140901	STK35	ENSG00000125834	ENSG00000125834	
ENSG00000125877	3704	ITPA	ENSG00000125877	ENSG00000125877	
ENSG00000125885	84515	MCM8	ENSG00000125885	ENSG00000125885	
ENSG00000125954	100529261	CHURC1-FNTB	ENSG00000125954	ENSG00000125954	
ENSG00000126088	7389	UROD	ENSG00000126088	ENSG00000126088	
ENSG00000126091	6487	ST3GAL3	ENSG00000126091	ENSG00000126091	
ENSG00000126107	79654	HECTD3	ENSG00000126107	ENSG00000126107	
ENSG00000126261	10054	UBA2	ENSG00000126261	ENSG00000126261	
ENSG00000126264	10870	HCST	ENSG00000126264	ENSG00000126264	
ENSG00000126267	1340	COX6B1	ENSG00000126267	ENSG00000126267	
ENSG00000126368	9572	NR1D1	ENSG00000126368	ENSG00000126368	
ENSG00000126432	25824	PRDX5	ENSG00000126432	ENSG00000126432	
ENSG00000126457	3276	PRMT1	ENSG00000126457	ENSG00000126457	
ENSG00000126522	435	ASL	ENSG00000126522	ENSG00000126522	
ENSG00000126562	65266	WNK4	ENSG00000126562	ENSG00000126562	
ENSG00000126583	5582	PRKCG	ENSG00000126583	ENSG00000126583	
ENSG00000126749	10436	EMG1	ENSG00000126749	ENSG00000126749	
ENSG00000126821	81537	SGPP1	ENSG00000126821	ENSG00000126821	
ENSG00000126883	8021	NUP214	ENSG00000126883	ENSG00000126883	
ENSG00000126934	5605	MAP2K2	ENSG00000126934	ENSG00000126934	
ENSG00000127080	64768	IPPK	ENSG00000127080	ENSG00000127080	
ENSG00000127125	79717	PPCS	ENSG00000127125	ENSG00000127125	
ENSG00000127184	1350	COX7C	ENSG00000127184	ENSG00000127184	
ENSG00000127311	92797	HELB	ENSG00000127311	ENSG00000127311	
ENSG00000127329	5787	PTPRB	ENSG00000127329	ENSG00000127329	
ENSG00000127334	8445	DYRK2	ENSG00000127334	ENSG00000127334	
ENSG00000127415	3425	IDUA	ENSG00000127415	ENSG00000127415	
ENSG00000127445	5300	PIN1	ENSG00000127445	ENSG00000127445	
ENSG00000127472	5322	PLA2G5	ENSG00000127472	ENSG00000127472	
ENSG00000127481	23352	UBR4	ENSG00000127481	ENSG00000127481	
ENSG00000127511	23309	SIN3B	ENSG00000127511	ENSG00000127511	
ENSG00000127540	10975	UQCR11	ENSG00000127540	ENSG00000127540	
ENSG00000127564	9088	PKMYT1	ENSG00000127564	ENSG00000127564	
ENSG00000127804	79066	METTL16	ENSG00000127804	ENSG00000127804	
ENSG00000127884	1892	ECHS1	ENSG00000127884	ENSG00000127884	
ENSG00000127947	5782	PTPN12	ENSG00000127947	ENSG00000127947	
ENSG00000127948	5447	POR	ENSG00000127948	ENSG00000127948	
ENSG00000127952	51657	STYXL1	ENSG00000127952	ENSG00000127952	
ENSG00000128039	79644	SRD5A3	ENSG00000128039	ENSG00000128039	
ENSG00000128050	10606	PAICS	ENSG00000128050	ENSG00000128050	
ENSG00000128052	3791	KDR	ENSG00000128052	ENSG00000128052	
ENSG00000128059	5471	PPAT	ENSG00000128059	ENSG00000128059	
ENSG00000128242	9514	GAL3ST1	ENSG00000128242	ENSG00000128242	
ENSG00000128268	4248	MGAT3	ENSG00000128268	ENSG00000128268	
ENSG00000128274	53947	A4GALT	ENSG00000128274	ENSG00000128274	
ENSG00000128294	8459	TPST2	ENSG00000128294	ENSG00000128294	
ENSG00000128309	4357	MPST	ENSG00000128309	ENSG00000128309	
ENSG00000128311	7263	TST	ENSG00000128311	ENSG00000128311	
ENSG00000128524	9296	ATP6V1F	ENSG00000128524	ENSG00000128524	
ENSG00000128609	4698	NDUFA5	ENSG00000128609	ENSG00000128609	
ENSG00000128655	50940	PDE11A	ENSG00000128655	ENSG00000128655	
ENSG00000128683	2571	GAD1	ENSG00000128683	ENSG00000128683	
ENSG00000128708	8520	HAT1	ENSG00000128708	ENSG00000128708	
ENSG00000128731	8924	HERC2	ENSG00000128731	ENSG00000128731	
ENSG00000128829	440275	EIF2AK4	ENSG00000128829	ENSG00000128829	
ENSG00000128908	54617	INO80	ENSG00000128908	ENSG00000128908	
ENSG00000128918	8854	ALDH1A2	ENSG00000128918	ENSG00000128918	
ENSG00000128928	3712	IVD	ENSG00000128928	ENSG00000128928	
ENSG00000128951	1854	DUT	ENSG00000128951	ENSG00000128951	
ENSG00000129083	1315	COPB1	ENSG00000129083	ENSG00000129083	
ENSG00000129128	60559	SPCS3	ENSG00000129128	ENSG00000129128	
ENSG00000129151	8424	BBOX1	ENSG00000129151	ENSG00000129151	
ENSG00000129167	7166	TPH1	ENSG00000129167	ENSG00000129167	
ENSG00000129187	1635	DCTD	ENSG00000129187	ENSG00000129187	
ENSG00000129204	9098	USP6	ENSG00000129204	ENSG00000129204	
ENSG00000129219	5338	PLD2	ENSG00000129219	ENSG00000129219	
ENSG00000129244	482	ATP1B2	ENSG00000129244	ENSG00000129244	
ENSG00000129282	79922	MRM1	ENSG00000278619	ENSG00000278619	Updated Ensembl ID
ENSG00000129353	57153	SLC44A2	ENSG00000129353	ENSG00000129353	
ENSG00000129465	11035	RIPK3	ENSG00000129465	ENSG00000129465	
ENSG00000129467	196883	ADCY4	ENSG00000129467	ENSG00000129467	
ENSG00000129484	10038	PARP2	ENSG00000129484	ENSG00000129484	
ENSG00000129562	1603	DAD1	ENSG00000129562	ENSG00000129562	
ENSG00000129596	1036	CDO1	ENSG00000129596	ENSG00000129596	
ENSG00000129673	15	AANAT	ENSG00000129673	ENSG00000129673	
ENSG00000129744	417	ART1	ENSG00000129744	ENSG00000129744	
ENSG00000129873	203611	CDY2B	ENSG00000129873	ENSG00000129873	
ENSG00000129951	79948	LPPR3	ENSG00000129951	ENSG00000129951	
ENSG00000130005	2593	GAMT	ENSG00000130005	ENSG00000130005	
ENSG00000130035	26290	GALNT8	ENSG00000130035	ENSG00000130035	
ENSG00000130052	9754	STARD8	ENSG00000130052	ENSG00000130052	
ENSG00000130055	54857	GDPD2	ENSG00000130055	ENSG00000130055	
ENSG00000130066	6303	SAT1	ENSG00000130066	ENSG00000130066	
ENSG00000130164	3949	LDLR	ENSG00000130164	ENSG00000130164	
ENSG00000130175	5589	PRKCSH	ENSG00000130175	ENSG00000130175	
ENSG00000130227	23039	XPO7	ENSG00000130227	ENSG00000130227	
ENSG00000130234	59272	ACE2	ENSG00000130234	ENSG00000130234	
ENSG00000130270	148229	ATP8B3	ENSG00000130270	ENSG00000130270	
ENSG00000130304	376497	SLC27A1	ENSG00000130304	ENSG00000130304	
ENSG00000130305	55695	NSUN5	ENSG00000130305	ENSG00000130305	
ENSG00000130309	79709	GLT25D1	ENSG00000130309	ENSG00000130309	
ENSG00000130313	25796	PGLS	ENSG00000130313	ENSG00000130313	
ENSG00000130377	81616	ACSBG2	ENSG00000130377	ENSG00000130377	
ENSG00000130383	2527	FUT5	ENSG00000130383	ENSG00000130383	
ENSG00000130413	65975	STK33	ENSG00000130413	ENSG00000130413	
ENSG00000130414	4705	NDUFA10	ENSG00000130414	ENSG00000130414	
ENSG00000130508	7837	PXDN	ENSG00000130508	ENSG00000130508	
ENSG00000130540	25830	SULT4A1	ENSG00000130540	ENSG00000130540	
ENSG00000130589	85441	HELZ2	ENSG00000130589	ENSG00000130589	
ENSG00000130649	1571	CYP2E1	ENSG00000130649	ENSG00000130649	
ENSG00000130653	375775	PNPLA7	ENSG00000130653	ENSG00000130653	
ENSG00000130669	10298	PAK4	ENSG00000130669	ENSG00000130669	
ENSG00000130707	445	ASS1	ENSG00000130707	ENSG00000130707	
ENSG00000130714	10585	POMT1	ENSG00000130714	ENSG00000130714	
ENSG00000130717	83549	UCK1	ENSG00000130717	ENSG00000130717	
ENSG00000130725	9040	UBE2M	ENSG00000130725	ENSG00000130725	
ENSG00000130758	4294	MAP3K10	ENSG00000130758	ENSG00000130758	
ENSG00000130816	1786	DNMT1	ENSG00000130816	ENSG00000130816	
ENSG00000130821	6535	SLC6A8	ENSG00000130821	ENSG00000130821	
ENSG00000130822	139728	PNCK	ENSG00000130822	ENSG00000130822	
ENSG00000130829	1852	DUSP9	ENSG00000130829	ENSG00000130829	
ENSG00000130876	56301	SLC7A10	ENSG00000130876	ENSG00000130876	
ENSG00000130939	10277	UBE4B	ENSG00000130939	ENSG00000130939	
ENSG00000130948	3293	HSD17B3	ENSG00000130948	ENSG00000130948	
ENSG00000130957	8789	FBP2	ENSG00000130957	ENSG00000130957	
ENSG00000130958	11046	SLC35D2	ENSG00000130958	ENSG00000130958	
ENSG00000130985	7317	UBA1	ENSG00000130985	ENSG00000130985	
ENSG00000130997	353497	POLN	ENSG00000130997	ENSG00000130997	
ENSG00000131013	85313	PPIL4	ENSG00000131013	ENSG00000131013	
ENSG00000131023	9113	LATS1	ENSG00000131023	ENSG00000131023	
ENSG00000131055	84701	COX4I2	ENSG00000131055	ENSG00000131055	
ENSG00000131067	2686	GGT7	ENSG00000131067	ENSG00000131067	
ENSG00000131069	55902	ACSS2	ENSG00000131069	ENSG00000131069	
ENSG00000131100	529	ATP6V1E1	ENSG00000131100	ENSG00000131100	
ENSG00000131143	1327	COX4I1	ENSG00000131143	ENSG00000131143	
ENSG00000131174	1349	COX7B	ENSG00000131174	ENSG00000131174	
ENSG00000131183	6569	SLC34A1	ENSG00000131183	ENSG00000131183	
ENSG00000131203	3620	IDO1	ENSG00000131203	ENSG00000131203	
ENSG00000131238	5538	PPT1	ENSG00000131238	ENSG00000131238	
ENSG00000131373	26061	HACL1	ENSG00000131373	ENSG00000131373	
ENSG00000131386	117248	GALNT15	ENSG00000131386	ENSG00000131386	
ENSG00000131389	6533	SLC6A6	ENSG00000131389	ENSG00000131389	
ENSG00000131400	9476	NAPSA	ENSG00000131400	ENSG00000131400	
ENSG00000131446	4245	MGAT1	ENSG00000131446	ENSG00000131446	
ENSG00000131459	9945	GFPT2	ENSG00000131459	ENSG00000131459	
ENSG00000131471	8639	AOC3	ENSG00000131471	ENSG00000131471	
ENSG00000131473	47	ACLY	ENSG00000131473	ENSG00000131473	
ENSG00000131480	314	AOC2	ENSG00000131480	ENSG00000131480	
ENSG00000131482	2538	G6PC	ENSG00000131482	ENSG00000131482	
ENSG00000131495	4695	NDUFA2	ENSG00000131495	ENSG00000131495	
ENSG00000131508	7322	UBE2D2	ENSG00000131508	ENSG00000131508	
ENSG00000131653	84231	TRAF7	ENSG00000131653	ENSG00000131653	
ENSG00000131686	765	CA6	ENSG00000131686	ENSG00000131686	
ENSG00000131730	1160	CKMT2	ENSG00000131730	ENSG00000131730	
ENSG00000131748	10948	STARD3	ENSG00000131748	ENSG00000131748	
ENSG00000131771	84152	PPP1R1B	ENSG00000131771	ENSG00000131771	
ENSG00000131781	2330	FMO5	ENSG00000131781	ENSG00000131781	
ENSG00000131791	5565	PRKAB2	ENSG00000131791	ENSG00000131791	
ENSG00000131828	5160	PDHA1	ENSG00000131828	ENSG00000131828	
ENSG00000131844	64087	MCCC2	ENSG00000131844	ENSG00000131844	
ENSG00000131864	57663	USP29	ENSG00000131864	ENSG00000131864	
ENSG00000131873	22856	CHSY1	ENSG00000131873	ENSG00000131873	
ENSG00000131979	2643	GCH1	ENSG00000131979	ENSG00000131979	
ENSG00000132142	31	ACACA	ENSG00000278540	ENSG00000278540	Updated Ensembl ID
ENSG00000132153	22907	DHX30	ENSG00000132153	ENSG00000132153	
ENSG00000132155	5894	RAF1	ENSG00000132155	ENSG00000132155	
ENSG00000132164	6538	SLC6A11	ENSG00000132164	ENSG00000132164	
ENSG00000132182	23225	NUP210	ENSG00000132182	ENSG00000132182	
ENSG00000132196	51478	HSD17B7	ENSG00000132196	ENSG00000132196	
ENSG00000132256	85363	TRIM5	ENSG00000132256	ENSG00000132256	
ENSG00000132275	23378	RRP8	ENSG00000132275	ENSG00000132275	
ENSG00000132323	80895	ILKAP	ENSG00000132323	ENSG00000132323	
ENSG00000132330	51540	SCLY	ENSG00000132330	ENSG00000132330	
ENSG00000132334	5791	PTPRE	ENSG00000132334	ENSG00000132334	
ENSG00000132356	5562	PRKAA1	ENSG00000132356	ENSG00000132356	
ENSG00000132376	51763	INPP5K	ENSG00000132376	ENSG00000132376	
ENSG00000132382	10514	MYBBP1A	ENSG00000132382	ENSG00000132382	
ENSG00000132388	7326	UBE2G1	ENSG00000132388	ENSG00000132388	
ENSG00000132423	51805	COQ3	ENSG00000132423	ENSG00000132423	
ENSG00000132437	1644	DDC	ENSG00000132437	ENSG00000132437	
ENSG00000132518	3000	GUCY2D	ENSG00000132518	ENSG00000132518	
ENSG00000132570	84105	PCBD2	ENSG00000132570	ENSG00000132570	
ENSG00000132600	54496	PRMT7	ENSG00000132600	ENSG00000132600	
ENSG00000132664	10621	POLR3F	ENSG00000132664	ENSG00000132664	
ENSG00000132670	5786	PTPRA	ENSG00000132670	ENSG00000132670	
ENSG00000132677	57127	RHBG	ENSG00000132677	ENSG00000132677	Rh family B glycoprotein (gene/pseudogene) [protein coding]
ENSG00000132681	480	ATP1A4	ENSG00000132681	ENSG00000132681	
