genes	geneENSTID	geneENSPID	geneUniProtID	geneSymbols	geneEntrezID	geneNames	geneAliases	compartments	compDataSource
"ENSG00000111732"	"ENST00000229335;ENST00000543081;ENST00000544516;ENST00000545576;ENST00000537228;ENST00000545512"	"ENSP00000229335;ENSP00000439103;ENSP00000439538;ENSP00000445691;ENSP00000443060"	"Q9GZX7"	"AICDA"	"57379"	"activation induced cytidine deaminase"	"AID;ARP2;CDA2;HIGM2"	"Cytosol;Nucleus"	"SwissProt"
"ENSG00000111775"	"ENST00000550009;ENST00000229379;ENST00000549525"	"ENSP00000229379"	"P12074"	"COX6A1"	"1337"	"cytochrome c oxidase subunit 6A1"	"COX6A"	"Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000111817"	"ENST00000430252;ENST00000647244;ENST00000448740;ENST00000647046;ENST00000607094;ENST00000645959;ENST00000643175;ENST00000452085;ENST00000642434;ENST00000449314;ENST00000453463;ENST00000645988;ENST00000331677;ENST00000644252;ENST00000646710;ENST00000359564;ENST00000606265;ENST00000606712"	"ENSP00000397597;ENSP00000495184;ENSP00000495885;ENSP00000404049;ENSP00000494202;ENSP00000332151;ENSP00000494147;ENSP00000495970;ENSP00000352567"	"Q9UL01"	"DSE"	"29940"	"dermatan sulfate epimerase"	"DS-Epi1;DSEPI;SART2"	"Cytosol;Endoplasmic reticulum;Golgi apparatus"	"SwissProt"
"ENSG00000111846"	"ENST00000410107;ENST00000489225;ENST00000488742;ENST00000495262;ENST00000474983;ENST00000397423;ENST00000475577;ENST00000489819;ENST00000474518;ENST00000483204;ENST00000379597;ENST00000485764;ENST00000461400;ENST00000316170;ENST00000459872;ENST00000265012;ENST00000640968"	"ENSP00000386321;ENSP00000419411;ENSP00000368917;ENSP00000314844;ENSP00000265012;ENSP00000492466"	"Q8N0V5"	"GCNT2"	"2651"	"glucosaminyl (N-acetyl) transferase 2 (I blood group)"	"bA360O19.2;bA421M1.1;CCAT;GCNT5;IGNT;II;NACGT1;NAGCT1;ULG3"	"Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000111880"	"ENST00000369485;ENST00000369475;ENST00000627296;ENST00000538899"	"ENSP00000358497;ENSP00000358487;ENSP00000442609"	"O60942"	"RNGTT"	"8732"	"RNA guanylyltransferase and 5'-phosphatase"	"hCAP;HCE;HCE1"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000111885"	"ENST00000368468"	"ENSP00000357453"	"P33908"	"MAN1A1"	"4121"	"mannosidase alpha class 1A member 1"	""	"Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000111962"	"ENST00000367463;ENST00000473631;ENST00000466695"	"ENSP00000356433"	"Q9Y2C2"	"UST"	"10090"	"uronyl 2-sulfotransferase"	"2OST"	"Endoplasmic reticulum;Golgi apparatus"	"DeepLoc2"
"ENSG00000112053"	"ENST00000490799;ENST00000466805;ENST00000394602;ENST00000355574;ENST00000465492;ENST00000486155;ENST00000469847;ENST00000480663"	"ENSP00000417638;ENSP00000378100;ENSP00000347778;ENSP00000418107;ENSP00000419700;ENSP00000420488"	"Q96RN1"	"SLC26A8"	"116369"	"solute carrier family 26 member 8"	""	"Cell membrane"	"DeepLoc2"
"ENSG00000112077"	"ENST00000371175;ENST00000646272;ENST00000646939;ENST00000646963;ENST00000646874;ENST00000642530;ENST00000618248;ENST00000229810"	"ENSP00000360217;ENSP00000494337;ENSP00000494709;ENSP00000495337;ENSP00000482984;ENSP00000229810"	"Q02094"	"RHAG"	"6005"	"Rh associated glycoprotein"	"CD241;RH50A;SLC42A1"	"Endoplasmic reticulum"	"CellAtlas"
"ENSG00000112096"	"ENST00000538183;ENST00000367055;ENST00000546260;ENST00000367054;ENST00000546087;ENST00000444946;ENST00000337404;ENST00000535459;ENST00000541573;ENST00000540491;ENST00000545162;ENST00000535561;ENST00000537657;ENST00000401980;ENST00000452684"	"ENSP00000446252;ENSP00000356022;ENSP00000440131;ENSP00000356021;ENSP00000442920;ENSP00000404804;ENSP00000337127;ENSP00000441362;ENSP00000445015;ENSP00000439191;ENSP00000384196;ENSP00000406713"	"P04179"	"SOD2"	"6648"	"superoxide dismutase 2"	"GClnc1"	"Mitochondria"	"SwissProt;CellAtlas"
"ENSG00000112130"	"ENST00000373479;ENST00000494320;ENST00000229866;ENST00000487950;ENST00000479516;ENST00000469316;ENST00000469731;ENST00000498460"	"ENSP00000362578;ENSP00000420268;ENSP00000229866;ENSP00000417736;ENSP00000419859;ENSP00000418879;ENSP00000417599"	"O76064"	"RNF8"	"9025"	"ring finger protein 8"	"KIAA0646"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000112293"	"ENST00000492917;ENST00000230036;ENST00000474784;ENST00000378243;ENST00000486892;ENST00000475417"	"ENSP00000230036"	"P80108"	"GPLD1"	"2822"	"glycosylphosphatidylinositol specific phospholipase D1"	""	"Extracellular;Lysosome"	"DeepLoc2"
"ENSG00000112294"	"ENST00000491546;ENST00000348925;ENST00000357578;ENST00000672652;ENST00000672352;ENST00000672557;ENST00000675422;ENST00000672619;ENST00000479394;ENST00000492697"	"ENSP00000417687;ENSP00000314649;ENSP00000350191;ENSP00000500192;ENSP00000500876;ENSP00000499907"	"P51649"	"ALDH5A1"	"7915"	"aldehyde dehydrogenase 5 family member A1"	"SSADH;SSDH"	"Mitochondria"	"CellAtlas"
"ENSG00000112299"	"ENST00000367928"	"ENSP00000356905"	"O95497"	"VNN1"	"8876"	"vanin 1"	"Tiff66"	"Cell membrane"	"DeepLoc2"
"ENSG00000112303"	"ENST00000418593;ENST00000326499;ENST00000422400;ENST00000392389;ENST00000525270;ENST00000525674;ENST00000525289;ENST00000532053;ENST00000528801;ENST00000533835;ENST00000531279;ENST00000526157;ENST00000526192;ENST00000524919;ENST00000530536;ENST00000532012"	"ENSP00000387572;ENSP00000322276;ENSP00000406536;ENSP00000376190;ENSP00000436822;ENSP00000436863;ENSP00000436935;ENSP00000434077;ENSP00000433285;ENSP00000432516;ENSP00000432582;ENSP00000431451;ENSP00000434210;ENSP00000431680"	"O95498"	"VNN2"	"8875"	"vanin 2"	"FOAP-4;GPI-80"	"Cell membrane"	"DeepLoc2"
"ENSG00000112304"	"ENST00000537591;ENST00000230048;ENST00000476436"	"ENSP00000445552;ENSP00000230048"	"Q9NPJ3"	"ACOT13"	"55856"	"acyl-CoA thioesterase 13"	"HT012;THEM2"	"Mitochondria;Cytosol;Nucleus"	"SwissProt"
"ENSG00000112309"	"ENST00000230053;ENST00000615536"	"ENSP00000230053;ENSP00000481320"	"Q9NPZ5"	"B3GAT2"	"135152"	"beta-1,3-glucuronyltransferase 2"	"GlcAT-S"	"Golgi apparatus"	"SwissProt"
"ENSG00000112337"	"ENST00000360488;ENST00000377850;ENST00000265425"	"ENSP00000353677;ENSP00000367081;ENSP00000265425"	"O00624"	"SLC17A2"	"10246"	"solute carrier family 17 member 2"	"NPT3"	"Cell membrane;Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000112367"	"ENST00000675844;ENST00000675122;ENST00000675726;ENST00000674575;ENST00000674933;ENST00000674778;ENST00000676442;ENST00000676037;ENST00000674532;ENST00000674657;ENST00000675991;ENST00000675009;ENST00000674744;ENST00000675606;ENST00000675426;ENST00000674783;ENST00000675523;ENST00000675552;ENST00000675714;ENST00000675004;ENST00000368941;ENST00000454215;ENST00000676435;ENST00000675887;ENST00000674644;ENST00000675284;ENST00000676136;ENST00000674956;ENST00000674641;ENST00000674569;ENST00000674930;ENST00000230124;ENST00000675772;ENST00000675115;ENST00000674614;ENST00000675973;ENST00000675681;ENST00000675847;ENST00000675096;ENST00000674649;ENST00000674571;ENST00000675311;ENST00000676021;ENST00000675831;ENST00000674557;ENST00000674884;ENST00000415980;ENST00000675153;ENST00000675994;ENST00000674830;ENST00000675002;ENST00000675834;ENST00000675272;ENST00000675516;ENST00000675879;ENST00000675849;ENST00000675301;ENST00000675954;ENST00000419951;ENST00000675254;ENST00000676246;ENST00000674573;ENST00000458693"	"ENSP00000502353;ENSP00000501810;ENSP00000502452;ENSP00000502276;ENSP00000502376;ENSP00000502742;ENSP00000502595;ENSP00000502181;ENSP00000502314;ENSP00000502162;ENSP00000502098;ENSP00000501661;ENSP00000501583;ENSP00000501819;ENSP00000502755;ENSP00000502384;ENSP00000502197;ENSP00000502561;ENSP00000501868;ENSP00000357937;ENSP00000412156;ENSP00000502614;ENSP00000502123;ENSP00000502201;ENSP00000502758;ENSP00000501904;ENSP00000501609;ENSP00000502769;ENSP00000502657;ENSP00000230124;ENSP00000501678;ENSP00000502407;ENSP00000502705;ENSP00000502116;ENSP00000501669;ENSP00000501633;ENSP00000501961;ENSP00000502746;ENSP00000502382;ENSP00000501608;ENSP00000502668;ENSP00000405660;ENSP00000501682;ENSP00000502419;ENSP00000502582"	"Q92562"	"FIG4"	"9896"	"FIG4 phosphoinositide 5-phosphatase"	"ALS11;CMT4J;dJ249I4.1;hSac3;KIAA0274;SAC3"	"Cytosol;Lysosome"	"DeepLoc2"
"ENSG00000112394"	"ENST00000368851;ENST00000439288;ENST00000465319;ENST00000419619;ENST00000368850;ENST00000612036"	"ENSP00000357844;ENSP00000387501;ENSP00000399601;ENSP00000357843;ENSP00000483868"	"Q8TF71"	"SLC16A10"	"117247"	"solute carrier family 16 member 10"	"MCT10;TAT1"	"Cell membrane"	"DeepLoc2"
"ENSG00000112473"	"ENST00000444757;ENST00000374675;ENST00000374677;ENST00000463972"	"ENSP00000400978;ENSP00000363807;ENSP00000363809"	"Q92504"	"SLC39A7"	"7922"	"solute carrier family 39 member 7"	"D6S2244E;H2-KE4;HKE4;KE4;RING5;ZIP7"	"Endoplasmic reticulum;Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000112499"	"ENST00000486916;ENST00000366953;ENST00000498556;ENST00000491092;ENST00000366952;ENST00000489644"	"ENSP00000355920;ENSP00000355919"	"O15244"	"SLC22A2"	"6582"	"solute carrier family 22 member 2"	"OCT2"	"Cell membrane"	"DeepLoc2"
"ENSG00000112541"	"ENST00000649273;ENST00000647989;ENST00000366882;ENST00000647837;ENST00000649761;ENST00000648884;ENST00000649247;ENST00000648917;ENST00000647590;ENST00000539869;ENST00000676767;ENST00000678161;ENST00000672902;ENST00000676766;ENST00000647768;ENST00000672859;ENST00000678462;ENST00000616273;ENST00000649882;ENST00000535229;ENST00000649754;ENST00000650248;ENST00000672224;ENST00000649362;ENST00000444465;ENST00000455853;ENST00000581850;ENST00000584179;ENST00000584911"	"ENSP00000496879;ENSP00000355847;ENSP00000497085;ENSP00000497392;ENSP00000497558;ENSP00000497277;ENSP00000497062;ENSP00000438284;ENSP00000504723;ENSP00000503721;ENSP00000500351;ENSP00000504611;ENSP00000497930;ENSP00000500900;ENSP00000503041;ENSP00000478556"	"Q9Y233"	"PDE10A"	"10846;90632"	"phosphodiesterase 10A"	""	"Cytosol"	"SwissProt"
"ENSG00000112695"	"ENST00000684430;ENST00000370081;ENST00000370089;ENST00000459637;ENST00000509698;ENST00000460985;ENST00000472311;ENST00000377978;ENST00000481061"	"ENSP00000506727;ENSP00000359098;ENSP00000359106;ENSP00000421969;ENSP00000425951;ENSP00000422979;ENSP00000423432;ENSP00000421193"	"P14406"	"COX7A2"	"1347"	"cytochrome c oxidase subunit 7A2"	"COX7AL;COXVIIa-L"	"Inner mitochondria"	"SwissProt"
"ENSG00000112699"	"ENST00000476972;ENST00000467288;ENST00000486793;ENST00000530927;ENST00000380815;ENST00000380805;ENST00000533279;ENST00000531690;ENST00000530459;ENST00000530075"	"ENSP00000436726;ENSP00000370194"	"O60547"	"GMDS"	"2762"	"GDP-mannose 4,6-dehydratase"	"GMD;SDR3E1"	"Cytosol"	"DeepLoc2"
"ENSG00000112759"	"ENST00000651428;ENST00000393844;ENST00000652680;ENST00000643028;ENST00000642613;ENST00000371713;ENST00000371740;ENST00000472176;ENST00000371755;ENST00000643869;ENST00000371731;ENST00000652453;ENST00000393841;ENST00000371724;ENST00000642777;ENST00000645692;ENST00000645259;ENST00000647460;ENST00000646582;ENST00000645607;ENST00000643152;ENST00000371708;ENST00000646251;ENST00000646878"	"ENSP00000498610;ENSP00000377427;ENSP00000498747;ENSP00000495211;ENSP00000360778;ENSP00000360805;ENSP00000360820;ENSP00000494236;ENSP00000360796;ENSP00000499107;ENSP00000377424;ENSP00000360789;ENSP00000494349;ENSP00000496363;ENSP00000493679;ENSP00000496479;ENSP00000496745;ENSP00000360773;ENSP00000495005"	"Q99808"	"SLC29A1"	"2030"	"solute carrier family 29 member 1 (Augustine blood group)"	"ENT1"	"Cell membrane"	"DeepLoc2"
"ENSG00000112874"	"ENST00000230792;ENST00000507423;ENST00000515407;ENST00000508889"	"ENSP00000230792;ENSP00000424521"	"Q9BQG2"	"NUDT12"	"83594"	"nudix hydrolase 12"	"DKFZP761I172"	"Peroxisome;Cytosol"	"SwissProt"
"ENSG00000112893"	"ENST00000261483;ENST00000502261;ENST00000508043;ENST00000513921;ENST00000505313;ENST00000503970"	"ENSP00000261483"	"Q16706"	"MAN2A1"	"4124"	"mannosidase alpha class 2A member 1"	"GOLIM7;MANA2"	"Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000112941"	"ENST00000230859;ENST00000515721;ENST00000631941;ENST00000511764;ENST00000514697;ENST00000505457;ENST00000514410"	"ENSP00000230859;ENSP00000427232;ENSP00000488642"	"Q5XG87"	"TENT4A"	"11044"	"terminal nucleotidyltransferase 4A"	"LAK-1;PAPD7;POLK;POLS;TRF4;TRF4-1"	"Golgi apparatus;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000112972"	"ENST00000325110;ENST00000433297;ENST00000508319;ENST00000514610;ENST00000507004;ENST00000507293;ENST00000511774"	"ENSP00000322706;ENSP00000399402;ENSP00000427339"	"Q01581"	"HMGCS1"	"3157"	"3-hydroxy-3-methylglutaryl-CoA synthase 1"	"HMGCS"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000112992"	"ENST00000505678;ENST00000512422;ENST00000652986;ENST00000264663;ENST00000670904;ENST00000653251;ENST00000660752;ENST00000654405;ENST00000344920;ENST00000657973;ENST00000657172;ENST00000654931;ENST00000512996;ENST00000658729;ENST00000660676;ENST00000671668;ENST00000662525;ENST00000669601;ENST00000656666;ENST00000515208;ENST00000503651;ENST00000506893;ENST00000513390;ENST00000503059"	"ENSP00000427670;ENSP00000421886;ENSP00000499801;ENSP00000264663;ENSP00000499611;ENSP00000499281;ENSP00000499701;ENSP00000499670;ENSP00000343873;ENSP00000499581;ENSP00000499431;ENSP00000499477;ENSP00000426343;ENSP00000499331;ENSP00000499491;ENSP00000499494;ENSP00000499639;ENSP00000499527;ENSP00000499249;ENSP00000425542;ENSP00000424782"	"Q13423"	"NNT"	"23530"	"nicotinamide nucleotide transhydrogenase"	""	"Cytosol;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000113073"	"ENST00000506757;ENST00000506545;ENST00000432095;ENST00000507527;ENST00000514849;ENST00000504742"	"ENSP00000424424;ENSP00000422855;ENSP00000410056;ENSP00000427661"	"Q96Q91"	"SLC4A9"	"83697"	"solute carrier family 4 member 9"	"AE4"	"Cytosol"	"CellAtlas"
"ENSG00000113083"	"ENST00000231004;ENST00000639739;ENST00000513319;ENST00000505593;ENST00000503759;ENST00000508067"	"ENSP00000231004;ENSP00000492324;ENSP00000503104;ENSP00000503423;ENSP00000427538"	"P28300"	"LOX"	"4015"	"lysyl oxidase"	""	"Endoplasmic reticulum"	"CellAtlas"
"ENSG00000113161"	"ENST00000511206;ENST00000679456;ENST00000680160;ENST00000287936;ENST00000681567;ENST00000343975;ENST00000509431;ENST00000680940;ENST00000681271;ENST00000681410;ENST00000442032;ENST00000504466;ENST00000515776;ENST00000508070;ENST00000509085;ENST00000511986;ENST00000514315;ENST00000512053"	"ENSP00000426745;ENSP00000505315;ENSP00000287936;ENSP00000506708;ENSP00000340816;ENSP00000505561;ENSP00000505805;ENSP00000506232;ENSP00000409100;ENSP00000421378;ENSP00000420871"	"P04035"	"HMGCR"	"3156"	"3-hydroxy-3-methylglutaryl-CoA reductase"	""	"Peroxisome;Endoplasmic reticulum"	"SwissProt"
"ENSG00000113163"	"ENST00000646172;ENST00000644912;ENST00000604926;ENST00000644445;ENST00000644072;ENST00000357457;ENST00000261415;ENST00000642809;ENST00000647512;ENST00000380494;ENST00000642556;ENST00000646713;ENST00000644516;ENST00000645866;ENST00000645483;ENST00000642225;ENST00000508692;ENST00000405807;ENST00000642488;ENST00000643780;ENST00000643158;ENST00000646511;ENST00000644128;ENST00000644377;ENST00000508809;ENST00000646302;ENST00000643380;ENST00000643773;ENST00000647127"	"ENSP00000494969;ENSP00000495172;ENSP00000496243;ENSP00000494110;ENSP00000350046;ENSP00000261415;ENSP00000494804;ENSP00000369862;ENSP00000496016;ENSP00000494968;ENSP00000495430;ENSP00000494424;ENSP00000493563;ENSP00000493604;ENSP00000495798;ENSP00000383996;ENSP00000494073;ENSP00000495760;ENSP00000496462;ENSP00000495446;ENSP00000494760;ENSP00000494810;ENSP00000424244;ENSP00000496472;ENSP00000495038;ENSP00000493565"	"Q9Y5P4"	"CERT1"	"10087"	"ceramide transporter 1"	"CERT;COL4A3BP;GPBP;STARD11"	"Endoplasmic reticulum;Golgi apparatus;Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113231"	"ENST00000505926;ENST00000340978;ENST00000346042;ENST00000264917;ENST00000342343;ENST00000333194;ENST00000502945;ENST00000503963;ENST00000505283"	"ENSP00000425720;ENSP00000345446;ENSP00000330428;ENSP00000264917;ENSP00000345646;ENSP00000331336;ENSP00000426200;ENSP00000422861;ENSP00000423461"	"O95263"	"PDE8B"	"8622"	"phosphodiesterase 8B"	""	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000113269"	"ENST00000522208;ENST00000521389;ENST00000261947;ENST00000520564;ENST00000521901;ENST00000520911;ENST00000519708;ENST00000523487"	"ENSP00000429509;ENSP00000430237;ENSP00000261947;ENSP00000430999"	"Q86XS8"	"RNF130"	"55819"	"ring finger protein 130"	"G1RZFP;GOLIATH;GP"	"Cytosol"	"SwissProt"
"ENSG00000113273"	"ENST00000264914;ENST00000521011;ENST00000396151;ENST00000565165;ENST00000521800;ENST00000521117"	"ENSP00000264914;ENSP00000379455;ENSP00000456339;ENSP00000428611"	"P15848"	"ARSB"	"411"	"arylsulfatase B"	""	"Golgi apparatus;Lysosome"	"SwissProt;CellAtlas"
"ENSG00000113356"	"ENST00000512239;ENST00000505345;ENST00000503373;ENST00000399107;ENST00000651687;ENST00000504930;ENST00000514483"	"ENSP00000424970;ENSP00000427412;ENSP00000422892;ENSP00000382058;ENSP00000498469;ENSP00000421637;ENSP00000425617"	"O15318"	"POLR3G"	"10622"	"RNA polymerase III subunit G"	"C31;RPC32;RPC7"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113396"	"ENST00000508645;ENST00000262462;ENST00000395266;ENST00000506176"	"ENSP00000421759;ENSP00000262462;ENSP00000378684;ENSP00000421024"	"Q9Y2P4"	"SLC27A6"	"28965"	"solute carrier family 27 member 6"	"ACSVL2;FACVL2;FATP6;VLCS-H1"	"Nucleus"	"CellAtlas"
"ENSG00000113407"	"ENST00000502553;ENST00000514259;ENST00000265112;ENST00000502508;ENST00000508361;ENST00000455217;ENST00000507716;ENST00000509731;ENST00000505012;ENST00000513066;ENST00000506040;ENST00000504698;ENST00000509410;ENST00000503422;ENST00000626210;ENST00000627006"	"ENSP00000424387;ENSP00000422130;ENSP00000265112;ENSP00000427627;ENSP00000387710;ENSP00000420893;ENSP00000427304;ENSP00000422291;ENSP00000425524;ENSP00000422598;ENSP00000486893;ENSP00000486068"	"P26639"	"TARS1"	"6897"	"threonyl-tRNA synthetase 1"	"TARS"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113448"	"ENST00000340635;ENST00000636120;ENST00000360047;ENST00000507116;ENST00000358923;ENST00000317118;ENST00000503258;ENST00000405755;ENST00000515011;ENST00000502484;ENST00000505453;ENST00000309641;ENST00000405053;ENST00000502575;ENST00000621323;ENST00000515324;ENST00000514231;ENST00000512069;ENST00000509368;ENST00000509355;ENST00000504624;ENST00000506024;ENST00000506510;ENST00000511382;ENST00000505507;ENST00000514552;ENST00000515835;ENST00000546160;ENST00000638939"	"ENSP00000345502;ENSP00000490821;ENSP00000353152;ENSP00000424852;ENSP00000351800;ENSP00000321739;ENSP00000425605;ENSP00000384806;ENSP00000423094;ENSP00000421013;ENSP00000308485;ENSP00000425917;ENSP00000423555;ENSP00000425910;ENSP00000421829;ENSP00000424281;ENSP00000442734;ENSP00000492052"	"Q08499"	"PDE4D"	"5144"	"phosphodiesterase 4D"	"DPDE3"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113456"	"ENST00000382038;ENST00000341754;ENST00000325577;ENST00000513914;ENST00000511456;ENST00000512192;ENST00000506311;ENST00000628399"	"ENSP00000371469;ENSP00000340879;ENSP00000313467;ENSP00000421007;ENSP00000423253;ENSP00000487478"	"O60671"	"RAD1"	"5810"	"RAD1 checkpoint DNA exonuclease"	"HRAD1;REC1"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000113492"	"ENST00000231420;ENST00000512135;ENST00000510428;ENST00000505349;ENST00000505542;ENST00000618015"	"ENSP00000231420;ENSP00000422799;ENSP00000479154"	"Q9BYV1"	"AGXT2"	"64902"	"alanine--glyoxylate aminotransferase 2"	"AGT2"	"Mitochondria"	"SwissProt"
"ENSG00000113504"	"ENST00000264930;ENST00000634447;ENST00000514994;ENST00000513223;ENST00000504576;ENST00000510943"	"ENSP00000264930;ENSP00000489285;ENSP00000428854;ENSP00000489272"	"Q9Y666"	"SLC12A7"	"10723"	"solute carrier family 12 member 7"	"DKFZP434F076;KCC4"	"Cytosol"	"CellAtlas"
"ENSG00000113532"	"ENST00000231461;ENST00000451528;ENST00000507360;ENST00000523381"	"ENSP00000231461;ENSP00000428914;ENSP00000428826"	"Q92187"	"ST8SIA4"	"7903"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"	"PST;PST1;SIAT8D"	"Golgi apparatus"	"SwissProt;CellAtlas"
"ENSG00000113552"	"ENST00000513454;ENST00000311337;ENST00000500692;ENST00000508177;ENST00000503794;ENST00000504139;ENST00000505689;ENST00000515747;ENST00000507559;ENST00000510194;ENST00000503229;ENST00000507107;ENST00000504424"	"ENSP00000423494;ENSP00000311876;ENSP00000424275;ENSP00000423674;ENSP00000423485;ENSP00000424625;ENSP00000421524;ENSP00000424537;ENSP00000422173;ENSP00000426583"	"P46926"	"GNPDA1"	"10007"	"glucosamine-6-phosphate deaminase 1"	"GNPDA;GNPI;GPI;HLN;KIAA0060"	"Golgi apparatus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113569"	"ENST00000231498;ENST00000508182;ENST00000502533;ENST00000381843;ENST00000513532;ENST00000515054;ENST00000507233;ENST00000507675"	"ENSP00000231498;ENSP00000371265;ENSP00000422019;ENSP00000423484"	"O75694"	"NUP155"	"9631"	"nucleoporin 155"	"KIAA0791;N155"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000113593"	"ENST00000508982;ENST00000261308;ENST00000503435;ENST00000515447;ENST00000510930;ENST00000511908;ENST00000502703;ENST00000505380;ENST00000507608;ENST00000514172;ENST00000511334;ENST00000515151;ENST00000513773;ENST00000535264;ENST00000538977"	"ENSP00000261308;ENSP00000427642;ENSP00000424519;ENSP00000423486;ENSP00000425390;ENSP00000427054;ENSP00000423234;ENSP00000421595;ENSP00000442371;ENSP00000444496"	"Q96BP3"	"PPWD1"	"23398"	"peptidylprolyl isomerase domain and WD repeat containing 1"	"KIAA0073"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000113643"	"ENST00000231572;ENST00000524082;ENST00000521329;ENST00000522834;ENST00000521939;ENST00000520013;ENST00000519346;ENST00000518757;ENST00000520421;ENST00000626454"	"ENSP00000231572;ENSP00000428494;ENSP00000430035;ENSP00000429030;ENSP00000486284"	"P54136"	"RARS1"	"5917"	"arginyl-tRNA synthetase 1"	"DALRD1;RARS"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
